"id";"quote";"content";"place_id"
164;" For all Art lovers";"Just pop in and you will be greated by another art lover. The selection of art is great and if you would love to know the history behind each piece they are happy to share. When time allow take a art class with Bridget herself.";18
165;" Cute";"Just outside the market area, this beautiful little gallery has lots of art and accessories to compliment your visit. The location is also surrounded by other shops making it worth a visit to this street";18
166;" A Wonderful Gallery Full of Great Original Art and Charm";"A great find just outside old town, so it`s a pleasant experience to be able to browse in relatively quietness. The Gallery is a lovely clean shop with a wide collection of Bridget March`s art of various media.  Prices are fixed and reasonable for originals....More";18
167;" Lenore";"Beautiful art that inspires is hard to find. Bridget March’s paintings make me want to travel further in Viet Nam. Take the time to go just one block out of the centre of town to visit.";18
168;" Original art!";"Opposite side of Mia coffee, must to say it is beautiful gallery in Hoi an. Staff is very nice, the decoration is so lovely and all the picture here is so excellent. Bought one of them, we are so happy about that!";18
169;" Always good to visit an artist`s own gallery";"A good place to go for an artwork of Vietnam produced through the eyes of a European painter. Unfortunately, my plan to return to the gallery was thwarted by flooding. I hope that everything is back up and running now.";18
170;" Chua Phap Bao Pagoda";"The temple was built with 2-storey architecture, nice decoration to every detail. The architecture. bears the style of ancient houses in Hoi An.The main hall is solemnly decorated. In the middle of the religious image Shakyamuni Buddha sermon, in front of the statue of Amitabha...More";19
171;" Amazing Temple ";"As all of Hoi An Chua Phap, is amazing and worth a visit very cool and a nice break from the market scene.

Make sure you give to the poor it will make a difference";19
172;" Fascinating Temple";"When you travel Asia you see a lot of temples. This one was special and also quiet.Made some nice pictures here and had time for a nice meditation. One special statue, a lady with hundreds of hands, faces, eyes, behind glass. Beautifull and facinating";19
173;" Don`t Pass it By";"Chua Phap Bao Pagoda is on Hai Ba Trung, just before you cross the intersection with Tran Hung Dao to enter Hoi An Ancient Village.

Whatever your schedule, it is worth taking a few minutes to go into this Buddhist temple and admire the architecture,...More";19
174;" Possibly a monastic centre ";"We had just left the Ancient Town of Hoi An and across the road we noticed this place. The garden has numerous statues and is relatively large. 

After spending about 30 minutes in the gardens and main building we noticed in another building several Buddhist...More";19
175;" A little off the beaten path";"This temple is on the other side of the road that separates two- and four-wheeled motor vehicle Ancient Hoi An from its less busy, less polluted counterpart. It`s still worth a visit, though, as it`s quite beautiful with a lot of vegetation and a large...More";19
176;" Peaceful Retreat";"Chua Phap Bao Pagoda is a Buddhist temple sitting just outside the ancient precincts of Hoi An.

It is distinguished by a large Buddha as you enter the pagoda gardens through an arched gateway.   

Entry is free, buy you must be dressed modestly, which means...More";19
177;" Food For The Soul";"I absolutely love this temple, I go there every time I`m in Hoi An and it soothes my soul. This time I joined their prayers every evening and it was definitely the food for my soul that I needed. I felt uncomfortable at first, being...More";19
178;" Attractive modern temple";"This temple is a little more modern than some of the other temples in Hoi An. It`s also distinguished by having a slightly larger garden outside. Free entrance (no ticket required) which is an added bonus.";19
179;" Excellent Pagoda";"I have visited on the Lunar New Year . I love this Pagoda , it is quite , peaceful and nice garden in Hoi An";19
180;" BEST TOUR IN HOI AN!";"Honestly one of the greatest experiences I have ever had whilst on holiday! I had so much fun zipping around Hoi An in the sidecar and we got to see a lot of really cool sights. My driver was really friendly and funny and made...More";20
181;" Fantastic day ";"Had a great day out visiting da nang, lady Buddha, 800 year old tree, Monkey mountain and had a great picnic with the most amazing view!! Picnic supplied was just amazing. Drivers were fabulous and fun, brilliant drivers and great guides
Brilliant way to see...More";20
182;" Amazing day ";"Went on sidecar trip to monkey mountain , lady Buddha , oldest bonsai tree & picnic at top of mountain . What a fantastic day we all had best day out we have had on holiday , our guides were Mai , Hoa & Tuon...More";20
183;" Well worth doing!!";"We were a group of 3 couples. We all just loved our 2 hour Side car ride. It was one of the highlights of our Vietnam holiday. Our Guides/Riders were so helpful with everything. Fitting helmets, pointing out points of interest, introducing us to peanuts...More";20
184;" Great experience";"We did a two hour trip with this company, they roared up to our hotel to pick us up, what a great experience it was not cheap but well worth it. The two drivers we had were great, every stop we made water & cold...More";20
185;" Loved every minute!";"We took our 2 boys aged 6 & 8 on the side cars and needless to say they wanted to go on them every day after this. There is a guide on each bike with the parent behind and the child in the sidecar. You...More";20
186;" A worthwhile indulgence ";"Not cheap, but worth it. Great fun and an easy, hassle free way to see some of the countryside. My guide/rider was really helpful, and the price included lovely cold towels and water to refresh with. Definitely recommend.";20
187;" Best Fun!!";"We had a group of 8 Aussie ladies take a countryside tour - so much fun!! The drivers are absolute gentleman and made sure we were well looked after and had a great time! Thank you so much! ☺️";20
188;" A group tour with a difference ! ";"What to do with 11 people ages from 8 - 70 & 3 generations worth ! This tour was fantastic !  In 1 hour, travelled about 15km with water stops in between. Smiles all round with some Vietnamese culture thrown in.  Absolute ball & highly...More";20
189;" Amazing sidecar ride";"This is well worthwhile doing, loved every minute. Thank you Victoria Hoi An team. 

We had two sidecars one for myself and son and another for my husband on this tour. 

Do go early before the heat and sun gets to hot. There is plenty...More";20
190;" Beautiful house but focused on selling";"The house is beautiful and the family nice, they told us a bit about the history of the house and what the ancestors used to do there. However, we spent less than 10 minutes there as we were rushed to the part with the store...More";21
191;" Unique Home";"Have a wander through this well preserved family home. 
A magnificently constructed house in original condition. 
A warm friendly family greet you and show you through.
It is well worth a visit.";21
192;" Nice place, but more of a store";"The family was incredibly friendly and the woodworking was insanely good. I wish the tour would’ve focused more on that, as after 10 minutes tops, I was notified that they also make jewelry and other crafts for sale ...which was where the tour ended. Still,...More";21
193;" Lovely family home!";"Wonderful experience of getting a little tour around the 200+ year old house. The family is hospitable and kind and fed us delicious pineapple, mung bean biscuits, homemade yoghurt and green tea.
Got 2 custom made rings which met our requests perfectly. Worth a visit!";21
194;" Beautiful Spot";"We were taken here as part of a guided walking tour (tour was just the two of us and the guide). We thought we would just be taken through the house and shown the beauty of the house but NO we were welcomed by the...More";21
195;" Nice little find as to how the locals live - worth popping in.";"Happened to find this just as we were walking back from the ancient town to our hotel.
Welcoming family members who still live in the house and also work from here producing silver jewellery.  Over 250 years old and the family are happy to show...More";21
196;" COMPLETE SCAM - avoid at all costs";"Selling mass produced silver jewellery for extortionate prices and claiming it is hand made. Pathetic, dishonest and frankly very discriminatory to foreigners. Avoid at all costs. So disappointed, please do not entertain this kind of tourist exploitation.";21
197;" Beautiful- support locals";"Amazing traditional Vietnamese home open to tourists. Binh and her family still live here and have done for generations. Binh is extremely hospitable and gives you great information about Vietnamese culture. Her husband Han is a silversmith jeweller with his brothers and they sell his...More";21
198;" Work a look ";"This traditional house is stunning. The ladies will show you around and some still 
live there. They have a shop in the back which has lanterns, silk scarves, silver jewellery, and hand made clothing for sale. It’s not expected that you buy something but if...More";21
199;" 100% worth a visit ";"Really enjoyed our visit here, the house is beautiful! We also go our rings polished and had some lovely tea and yogurt! Very welcoming family. Fun activity to do and completely free!";21
200;" Great for sketching";"If you geek out on architecture, this is a perfect spot for sketching. Built by a Chinese merchant in the late 17th century, Quan Thang shop-house is one of the oldest and most beautiful buildings in Hoi An. The arched roof, the scroll-shaped screen engraved...More";22
201;" Best White Rose (Banh Vac) in Hoi An, Vietnam";"I was impressed when I saw the markings of water height from various floods dated as far back as 1960’s. The house offers much history, admirable art work and architectural design, and delicious foods made daily. One of the dishes is called white rose, or...More";22
202;" Some beautiful carving but only a half hour activity ";"Fascinating to see the wood work that’s been there for generations. I would say it’s worth a pop in if you are passing but I wouldn’t go out of your way.";22
203;" Cool Old House - Disinterested Staff";"There was someone to take my ticket - and then a whole bunch of people just sitting around. No one seemed interested in telling me (or anyone else) about the house. There`s really amazing mother of pearl inlay in the wood column which was quite...More";22
204;" Interesting that 6 generations have lived here.";"I read in other reviews that they had a guide to take them through the house!  I was greeted by an elderly man to take my ticket but he didn`t appear to offer any explanation for the house.  The house is very dark from the...More";22
205;" Sparse";"This is A single story house that has 2 entrances on different streets. There is not much to see inside. There is a little souvenir store and a small cafe/restaurant. There are better old houses to see in Hoi An";22
206;" Its history is more interesting ";"The house itself doesn’t feature anything extraordinary. However the story of the family which occupies this house for many years is actually interesting .";22
207;" Very interesting, pop in ! ";"Looks pretty authentic; open till 9pm, worth a ticket to see this example of antiquated hoi an house and look around";22
208;" Well Preserved Ancient House of Hoi An";"One of the well preserved old merchant house of late 17th century in Hoi An. Over 150 years old with the architecture of Hoa Ha, China. Own by a captain called Quang Thang. The house and the interior tastefully decorated and preserved. The structures, furniture...More";22
209;" Ok";"Came here as part of a tour and the place was nice don`t get me wrong but you couldn`t see all that much of it, and most of what you saw seemed to just be their shop. We were told the main guy who normally...More";22
210;" Perfectly Peaceful Temple and Gardens";"A little bit further out of town than most of the Hoi An attractions but I have to say that this the nicer temples of the many. The gardens are extensive and well appointed and there are a lot of things so view including 3...More";23
211;" Lovely temple";"Beautiful:) so close to old town. Peaceful hidden gem. Only saw one other tourist. Unsure why it`s not busier. Definitely check it out if you`re near old town";23
212;" Nice sightseeing!";"We found this pagoda by ourselves on the way back from the Old Town. This is nicer, bigger some of famous old town pagodas as Phuc Kien, Hoi Quan Quang Dong,....";23
213;" Lovely serene escape";"Agreed with first reviewer this is lovely and very special. You feel instantly calmed walking in the grounds, and the day we went there were no other tourists -a real contrast to central Hoi An. Lovely pagoda and scenery, interesting gravestones, a great escape.";23
214;" An oasis of tranquility in a frenetic town";"My wife and I stumbled on this place of peace and tranquility while we were out walking, not being aware of its existence. It does not appear on any of the brochures that we had and were not aware if we could even go into...More";23
215;" Hoa Van Le Nghia";"This place is OK for a 5-10min visit. There’s no big wow factor, just a pretty little courtyard. This was our 2nd time in Hoi An so we were visiting some of the less popular attractions but if it’s your first time, there is better...More";24
216;" Peaceful Respite";"Beautiful small Chinese temple, not many people inside so time to look and contemplate without being jostled.";24
217;" Small and free to enter";"This is a pretty little temple which is free to enter and view. However don`t be surprised if you stumble across it and aren`t quite sure what it is as there aren`t any signs. Good for a little wander and it won`t take you long.";24
218;" Rude behaviour ";"It was raining cats and dogs and we were sheltering from the rain in this place. Then there came a guy and he indicated that we had to leave. He almost locked us inside because we did not want to be thrown on the wet...More";24
219;" Small temple";"This small  temple is a pretty periwinkle blue on the outside and has a spacious courtyard. It isn`t one of the major temples in town, has no fee to enter and is not busy. What I most liked about it was the lovely statue of...More";24
220;" Small temple";"This is a fairly small temple in the centre of the old town of Hoi An. No entry fee required but not much to see inside. The blue colour buildings look good. A quick visit is sufficient. Not too many other tourists inside.";24
221;" Peaceful temple";"This was a lovely temple and it is free to enter. I loved the boat in the temple it was really peaceful here with a large courtyard. Would recommend a visit here.";24
222;" Buddhist temple";"it is located along the busy tran phu road. The temple and very nice architure and painted in blue. the roof is unique. beautifully built. strong smell of incents. the vietnamies buddhist do come here to pray. free entrance";24
223;" free japanese temple";"cool spot to take some photos.  one of many ancient japanese temples.  be quiet and respectful, be sure to remove your shoes before entering the temple.";24
224;" Great temple to visit and photo";"Share and be like a local - great location to visit and experience Vietnamese culture and be as one with them";24
225;" Post from your hotel is much better !";"Because from hotel they cooperated with private express service, you could see the tariff before posting mail. In here, that a government agency could not serve you well !";25
226;" Typical Post Office";"Needed to mail postcards back to the USA. Helpful in buying the necessary stamps in order to mail the cards home";25
227;" Tried to charge more.";"Make sure you look at the rates, customs fee and insurance. Then add them all up yourself. They tried charging me 1.5 mil VND. I added it up myself and it was 1,318,000 VND. I showed them and they gave me the correct price I...More";25
228;" Expensive and lacking essentials such as envelopes and packaging";"With a little difficulty I found Hoi An Post Office as there is no signage in the lane that it is in. I just wanted to send two t-shirts to Australia. I needed to package them and all they had were old used flattened cardboard...More";25
229;" Expensive but hopefully worth it";"Everything is packaged up for you, staff are helpful and process includes filling out a few forms for shipment abroad. Be prepared to spend upwards of £25 as first KG is expensive and insurance and fees are included. Every KG after is around £3 for...More";25
230;" Shipping Lampions";"We wanted to send the lampions we bought to Germany. The woman was very friendly and helpful, she helped us packing everything so it is even waterproof and also showed us how to fill the papers. We paid around 30€ for 4kg shipping with seamail...More";25
231;" Shipping suit";"Really happy with the service and the woman is very kindly. Far cheaper than the shipping services at the tailor!";25
232;" Brilliant service and affordable";"I was picked up from a restaurant at no extra cost and dropped to Camellias. Great massage and cheapThank you very much, hope you have good trip.";26
233;" Spa treatment";"Good service, and friendly atmosphere. 

And if you have a specific wish for a special treatment she is up for the task. 

The place is clean and new.

Recommend the place.Thanks you @NikolaiE89 . Hope you have good trip, and remember this place!";26
234;" A fantastic experience showcasing a passion for sustainable organic farming & cooking";"Visited the incredible team at An Farm today. They have over a hectare of thriving organic crops which are used for the community and also to provide training and education for local kids. The hands on cooking school is a highlight where you prepare dishes...More";27
235;" The best cooking classes experience!";"Today we had a chance to take part in cooking classes in An Farm. The farm itself is really great, everything is planted in very organic and natural way and you feel so close to the nature while being there. You can feel that people...More";27
236;" AMONG FRIENDS";"Moon really makes you feel like part of the family.
Nice to see school children enjoying themselves.
Like cooking with a family.
Experts in nutrition and Agricultural Engineering and all Organic.
Great future for this initiatives.
I would go again";27
237;" This project is really worth to be supported";"We have been several times to Hội An, like to cook on our own and buy the stuff at the local market.
But you never know how the vegetables are treated and unfortunately you read a lot about poisenend food in Vietnam. 
So An Farm...More";27
238;" It was a warm welcome, we tried the best tea ever and Moon was so kind and explain us a lot about their farmproject.";"If you are interested in sustained farming and healthy food, it is the right place for you.
We learned a lot of organic farming and about herbs, fruits and vegetables, it is the right place for calming down.";27
239;" A great time at An Farm. Hoi An";"A farm that promotes organic methods to the local farming community. They educate farmers in not using pesticides and show how produce can be grown organically. They produce their own teas from their crops as well as oils. They have workshops for school children (as...More";27
240;" Fun, Beautiful, Inspiring, and Delicious!";"This is exactly the kind of experience we wanted to have while touring Southeast Asia - learning about the culture, interacting with inspiring people, and seeing how people are helping to make the world a better place. We were welcomed warmly by Thiên and other...More";27
241;" Good Visiting tour and warm welcomr";"An farm is an organic farm in Vietnam. We spent 2hr learning about how they run their business and tasting herbal tea, passion fruit, vegetables and The Local food, corn spring rolls and rice pancakes. Everything is good for health and worth coming. Thanks for...More";27
242;" Cooking Class and Organic Farm ";"If you are looking for something different in cooking classes in Hoi an try An Farm Hoi An. This new organic farm teaches you about the herbs and vegetables. We got to pick our own vegetables for our lunch. The food we learnt to cook...More";27
243;" Organic Farm, Cooking Classes and Produce";"Yes this is finally a safe organic, no pesticides, no nonsense added to nature kind of a place. Cooking classes are offered where you pick your own herbs and veg, learn about Vietnamese varieties, traditional cooking and; that keeping things natural is achievable. Listen-up Vietnam!...More";27
244;" Lovely";"An exquisitely cared for temple in lovely grounds. A huge amount to see and a welcome break from the hustle and bustle outside";28
245;" Communal house";"Big communal house with beautiful decorations and attention to details in architecture. Entry ticket is required.";28
246;" Cam Pho Communal House";"This was our 2nd time in Hoi An so we were visiting some of the less popular attractions. It’s on the Song Hoai Square side of the Japanese covered bridge so not in the busiest part of old town. It’s OK. A largish courtyard well...More";28
247;" Not very impressive communal house / temple";"When you walk to the old town, you come across this modest temple.In my opinion you don`t need to spend much time to visit the temple.In front op the temple there were 2 Japanese carriages and there is a poster  about Japanese tea-ceremony.I have no...More";28
248;" Chinese Heritage";"Cam Pho Communal House was build more than 200 years ago by the substantial Chinese community that settled in Hoi An when the town was a bustling sea port trading with China, Japan, other Asian states, and even the early Dutch and Portuguese trader-explorers.

It...More";28
249;" Communal house.";"If you have an old town ticket to use up worth a visit to this kind of temple.This place has a main courtyard and couple of side wings.";28
250;" Centuries of History";"Cam Pho Communal House (or to give it it`s other name, The Communal House of the Cantonese Chinese Community) is more than 200 years old and an intrinsic part of the heritage of this ancient town of Hoa An.

It was extensively restored in 1817....More";28
251;" Communal house and temple";"Unknown age.  Situated in the nabourghood of the Covered Japanese bridge.  Of less interest but very beautiful.  If shopping in the vicinity, just enter and have a look, it`s colorful.  One of the  places you can visit with your ""Old Town"" ticket.";28
252;" Humble yet interesting";"The Cam Pho Communal house is a temple you can visit with the ancient town ticket. It`s humble yet very nice. If you`re in the area and you still have tickets to use, it`s a good choice to stop by.";28
253;" Quieter than other places in Hoi An";"This temple is on the edge of the ancient town which can be accessed with the ancient town tickets.  It was much quieter than the other attractions.  There was nothing really special to see but it was a nice pretty temple.  Worth a ten minute...More";28
254;" Has this place gone bankrupt?";"We drove out of Hoi An in a taxi for about 20 minutes, very excited to see this “old village” and maybe buy a few trinkets.
However it appears now to just be a large Vietnamese restaurant with a museum that time forgot. No one...More";29
255;" Vietnamese traditional culture";"I have been there for a fews times. It looks nice with classical Vietnam decoration. They serve coffee and local food as well.
Nice place to go!";29
256;" Interesting place ";"Interesting place to browse and walk around.  No one takes entrance ticket so we don`t need to pay.  Lot of ancient crafts and furniture.";29
257;" Not sure how much there is to see.";"After wandering around part of the grounds we found a ticket collector and entered what I assume was the museum proper.  A guide came to show us around. She showed us three houses then took us to the restaurant.  It wasn`t worth the 100,000VND entrance...More";29
258;" Vietnamese traditional architecture museum";"If you want to get knowledge about Vietnamese Traditional Architecture, you have to visit here,
It`s a lager area in which they built 108 houses according to 3 areas of Vietnam: the north, central and south of Vietnam.
Especially, you could watch or join in...MoreHi ToilaLeThuy
Thanks for your review so much! It will be our motivation for us to trying day by day, in order to bring the best services to all of our customers.
We hope to have a chance to welcome you and your friend again...More";29
259;" A must see attraction";"Wow. my husband and i after many travels to Vietnam found another treasure.
We were taken here by the tour guide and how beautiful and so cultural and beautiful. Its on the way to My son or the way back.
We could have stayed here...MoreThank you very much for spending your time with us
your compliment provide  the source of inspration for us to work better in the future
Hope to be welcomed back you to Vinahouse Space in the next time
Vinahouse Space Team";29
260;" Great historical touch";"Visit this place!  So much work is done to restore the old traditional village with several different hand made houses of reach and poor peasants who lived here a hundreds years ago. Many careful charming details, beautiful garden. Acting old kitchen, where you can see...MoreDear Alienego
Thank you for enjoying with us, your comment on tripadvisor is important with us.
We`re delighted to hear you had an enjoyable time at Vinahouse Space.
Nice trip in vietnam!";29
261;" Must see - beautiful, informative";"The Museum is required viewing if you`re in the area. Our guide spoke excellent English and was very knowledgeable and generous with her time. The history of the buildings and Vietnamese traditions was fascinating, while the walk around the property was absolutely beautiful. While you`re...MoreThank so much! 
We are very happy that you have a good review about us.
This will be a source of encouragement for us to continue to improve our services and product!
Vinahouse Space Team";29
262;" So beautiful";"The museum very beautiful, old house. The craft village also big. The staff friendly. Highly recommendMoreDear Gerrary
On behalf of the manager board  and staff, We are very grateful and happy when you write reviews about us on TripAdvisor.
Hope your great experience at Vinahouse Space will be spread more.
We hope to welcome more lovely guest like you.

Thanks...More";29
263;" Must visit!";"You can take a trip to this museum and even have a meal there.It`s about 9 km away from Hoi An.

We were thoroughly impressed by Mr. Le Van Vinh, a young craftsman who, together with his carpenter father had taken it upon themselves to...MoreDear Mr. Tnflee,
I remember your visit, and I am very happy to see your positive review.  On behalf of Mr. Vinh, myself, and the team at Vinahouse Space, I want to say thank you for appreciating what we and especially Mr. Vinh Le Van...More";29
264;" Nice View";"Beautiful sunny day from the bridge on a scooter ride. You can see town of Hoi An and city of Da Nang.";30
265;" Awesome View of Hoi An";"Unknown to most tours this bridge is awesome and is one of the best views. Whilst not a harbour I would say it is awesome in comparison to Sydney harbour and Sandakan harbour in Sabah.

Search for Local Buddy Tours to bring you here.";30
266;" I dont usually get excited about bridges...but !!!";"First saw this from a fishing boat. We went under and around it. A few days later while we had hired motorbikes we stopped and looked at the bridge from the look outs at the top of the bridge. Amazing views, and you can just...More";30
267;" Scenic view";"Ride our bikes here and enjoyed a nice view from an elevated position. 

Fantastic breeze cooling us down as we watched the small boats come and go. 

On each side is a small viewing area as well as the wide paved edges off the roadway.";30
268;" The only attraction was the incense sticks";"The hall was built in 1851. The hall has a section dedicated to 108 Chinese merchants who were killed because they were mistaken for pirates. The hall is well maintained and worth a visit. Look for the spiral incense sticks on the ceiling.  They are...More";31
269;" Hoi Quan Hai Nam Assembly Hall";"This was our 2nd time in Hoi An so we were visiting some of the less popular attractions. It is behind the market, almost out of old town so I don’t think a lot of people bother going to it. Bonus for us as we...More";31
270;" Poor service ";"Lady was very rude at No.96 Bach Dan street, she told us that we ordered a different dish to what was served, she was very rude also in-front of others, the brother did not apologise either and asked why we didn’t approach him??? We approached...More";31
271;" Peaceful Assembly Hall...hardly any visitors";"We spent a lovely 30 minutes sitting there in the courtyard, absorbing the peaceful surroundings...which is very unusual for Hoi An - because there are people, bicycles, motorbikes and cars hooting everywhere else. It is very elaborate - unlike the Fujian Assembly Hall - but...More";31
272;" Quiet temple off the busy Tran Phu Street";"We popped in to yet another `temple` as we had one last ticket to use - on our way to Hoang Dieu Street to collect some handmade jewellery.  We visited on a grey & rainy day, so it was a little dark.  It`s a pretty,...More";31
273;" Another small temple";"Lots and lots of Assembly Halls in old town, pick one maybe two and leave the rest.  This one is an average of them";31
274;" Hainan assembly hall";"Another in a fairly long list of pagodas and assembly halls to visit whilst in Hoi An. Not too many people visiting this one and it was relatively peaceful inside as a result. Located slightly out of the old town proper.";31
275;" Prob top 2 item";"Thought the Pagoda was one of the better things in Ancient town just behind the traditional art performance.";31
276;" Would visit again.";"Interesting Pagoda.  I enjoyed the art at this pagoda.  It was worth a visit and there were no other people about.  Of all the temples I visited in Hoi An this was the morst interesting.";31
277;" Hoi An - Tu Do Tham Quan Pagode - Another fine ancient sight";"This is another wonderfully detailed pagoda at the east end of Tran Phu and this time the entrance is free. Inside the layout is very similar to others in the town with wonderful statues and carvings, some glass protected, before reaching the shrine. This is...More";31
278;" Enlightened ";"Lovely light house standing at the estuary at Cua Dai.   20000 VND less than a quid, euro etc. for entry.

As you may expect, great views around the whole area and the chance to visit a working lighthouse.";32
279;" Picturesque ";"Saw the lighthouse off at a distance and decided to go and check it out.  It is extremely close to the Vinpearl Land Hotel.  Great views of the ocean and surrounding area from the top.  Sat on  top for a while and enjoyed the cool...More";32
280;" Beautiful Views";"One day we came across this lighthouse while exploring on the motorbike and it was a lovely find. Only 20,000 vnd to go to the top and the views were spectacular!";32
281;" A riot of colour";"The Minh Huong Communal House also includes the Avalokiteswara Bodhisattva pagoda, the Minh Huong Buddhist Pagoda. This connects the Guan Yu temple by a small courtyard. The pagoda is said to have existed since 1653 or earlier and the Avalokitesvara Bodhisattva, an incarnation of the...More";33
282;" Minh Huong Communal House";"In 1644, after the fall of the Ming Dynasty, the Manchu Qing Dynasty imposed a severe regime on the Chinese nation. The new dynasty expelled influential people from the country. The rich, the merchants, the powerfull landowners, in particular, suffer a harassment difficult. These two...More";33
283;" Communal house";"Nice communal house with some statues in the courtyard and an art gallery. Entry ticket is required.";33
284;" Eye opener";"I have been to Hoi an many times over 12 yrs ...  My eyes were open when visiting Yajirobe Tani ....The age of the people that are there ....";34
285;" Easy to access";"The tomb itself isn`t that well kept but people seem to still come there and leave offerings. Its location is clearly marked with large stones and the scenery around it is beautiful - the tomb is located in the middle of rice paddies. You can...More";34
286;" Tricky to access";"We went here on our way back from the vegetable village and left our cycles at the roadside. It is basically in the middle of some paddy fields and isn`t the best kept monument I have seen. At present the main path is being cemented...More";34
287;" old guy who choose Vietnamese woman";"Tomb of Japanese guy who choose Vietnamese woman rather than be back to his home country when Japan has shut down their border at 16 centuries.

Yajirobe Tani, do trade between Hoian and Japan.

it is only a tomb there, nothing other. so you try...More";34
288;" Point of meeting center";"Free to enter. Well preserved building. I guessed this is where all the meeting of the town are held.";35
289;" Just outside Ancient Town precinct ";"Quite by accident we found this wonderful location. 

Large garden with many statues. No entrance tickets required. Can enter the hall and take photos. 

Relatively easy to find.";35
290;" Free entry to this ornate Chinese Assembly Hall";"We visited this Assembly Hall as it was one of the free ones in Hoi An. It was quite deserted when we were there. The ornate entrance leads to a large squre and then to a chinese temple worship area (altar). There are paintings around...More";35
291;" Schone Brücke";"Die Brücke über dem Fluß, die den Altstadt Bereich und den Riveside Bereich trennt. Sehr schön anzusehen, und für Fotomotive...More";36
292;" Brug over de rivier";"Brug over de rivier. Stenen geval met een hele smalle loopad voor de voetgangers. Niet zo druk. Lokale stijl.";36
293;" Nice place to go see";"Interesting place with daily tour on basket boat. Meeting the local farmer, talking with them about their local farming daily life. ";37
294;" Interesting historic house";"Visited the chapel last week, the guide was very knowledgeable and explained the different architectural styles not only of the chapel but of HoiAn in general. Gave us a great insight into HoiAn, very passionate about the chapel and it`s history. As always there is...More";38
295;" Completely agree - a hidden gem - enjoy the privacy & intimate atmosphere.";"The chapel is relatively easy to find, signposted to the right, tucked away down a narrow street/alley away from the main street a few minutes after you walk over the Japanese bridge from the Old Town direction.  We were the only folk to be visiting...More";38
296;" Hidden gem of the City & very nice owner!";"We were strolling around the city, when my boyfriend met Tung, the owner of the chapel. He speaks english very Well and is very educated and friendly and he showed him some vietnamese phrases. We talked longer with him and he showed us his beautiful...More";38
297;" Nice little chapel & nice owner";"Came across this chapel looking through the old town - well worth a quick stop. Nice architecture & personal tour from owner / descendant of family. Nice to have some history & has a table of art works which you can buy as souvenirs if...More";38
298;" A lovely small chapel with very friendly staff";"Whilst visiting some of the ancient buildings of Hoi An, I visited this lovely chapel. It is small and whilst there is less than in some of the other buildings, there is no push to buy goods. It is also in a rather nice quiet...More";38
299;" not as bad as others say!";"nice old chapel but nothing really special. owner gave us a tour for free, that took 3 minutes. didn`t force us to buy his pictures, but mentioned them a few times.";38
300;" Impressive visite";"You will get a realy interesting impression of a ancient house from the reagion. You learn a lot about the building, the architecture and how it was to life in old times.";38
301;" Lighten up tourists";"Wow, so many people are rude on here when not face to face with the owner/guide.  Yes the gentleman would like to sell you his artwork. I did not see it in other shops but then again I wasn`t looking.  The building itself is beautiful,...More";38
302;" Average traditional house";"I think some of the other reviews of this place are a little harsh. Whilst this place is nothing particularly special I wouldn`t say it is that much different to the other places in Hoi An. The building itself was in quite good condition and...More";38
303;" Avoid. Don`t waste the ticket!!!!!";"This place was already small and didn`t worth the visit itself. The guide there who claimed to be Nguyen family member were trying to sell us the drawing that he said to made it himself (we found it in every sourvenia shop) at the end...More";38
304;" Another Wonderful Assembly Hall";"One of many assembly halls in Hoi An this one features some really lovely architecture and art work and for me one of the ""Must See`s"" in town.";39
305;" Prachtig";"Prrachtig zowel in de avond als overdag. Veel bootjes om te huren. Niet al te schoon water. Vooral in de...More";40
306;" Bella, ma città bellissima";"La pagoda è standard, ma le viuzze della cittadina delle lanterne è bellissima, passateci una serata";41
307;" Verscholen maar de moeite";"Verscholen pagode waar we een dienst konden volgen van monikken wat heel speciaal was . Mensen heel aangenaam en niet...More";41
308;" E` difficile da trovare";"Generalmente le guide non la includono nelle attrazioni di Hoi An, anche perchè molte guide non sanno neanche dove si...More";41
309;" 黄色のお寺";"2017年7月に行きました。
ホイアンの旧市街にあるお寺です。ガイドブックには出ていません。
私が行った時は、敷地内がア...More";42
310;" 小さいがきれい";"ガイドブック等に書かれていませんでしたが、旧市街の周辺の黄色の建物に溶け込むように佇む小さなお寺。細部までこだわりが感じ...More";42
311;" Schöner Tempel in der Altstadt";"Sehenswerter Tempel in der alten Stadt. Hier kann man auch noch etwas für sein Seelenheil tun und eine Räucher-Spirale für...More";42
312;" Hy Hoa Temple, Хой Ан";"Это заведение даже скорее похоже не на культовое, а просто на музей! Помещение очень маленькое, алтарь не впечатляет. И снаружи,...More";42
313;" Hy Hoa Temple, Hoi An";"Совсем маленький храм, расположенный неподалеку от рынка в Древнем городе. Очень маленький внутренний дворик с растениями, скромный алтарь. Во дворе...More";42
314;" Molto bello il giardino con i bonsai";"E` lungo la strada che arriva al centro di Hoi An.
Il giardino ì molto bello, ci sono parecchi bonsai....More";43
315;" Use one of your tickets somewhere else";"This sounded interesting in the guidebook, but in reality it seemed more focused on selling anything and everything to tourists.  I expected an old style home, with a nice family altar and temple on display, but it`s cluttered and not very impressive at all.  You...More";44
316;" Disappointing !";"I saved this place as the fifth and final old house to visit, using my Hoi An Old City Ticket. From having read the reviews, I expected that the chapel and gardens would we very interesting and enjoyable. Instead, I found it all a bit...More";44
